precision,recall
0.000848852188028204,1
0.150027588442469,0.759589289262802
0.150027588442469,0.759589289262802
0.150027588442469,0.759589289262802
0.150027588442469,0.759589289262802
0.150027588442469,0.759589289262802
0.150027588442469,0.759589289262802
0.150027588442469,0.759589289262802
0.150027588442469,0.759589289262802
0.150027588442469,0.759589289262802
0.150027588442469,0.759589289262802
0.150027588442469,0.759589289262802
0.150027588442469,0.759589289262802
0.150027588442469,0.759589289262802
0.150027588442469,0.759589289262802
0.150027588442469,0.759589289262802
0.150027588442469,0.759589289262802
0.150027588442469,0.759589289262802
0.150034724260336,0.759589289262802
0.150104645351127,0.759589289262802
0.150689762496123,0.759589289262802
0.15114774557151,0.757788410558192
0.151998200685788,0.75639774527204
0.151370195057526,0.74848454472226
0.157048843409076,0.744474817315858
0.158900402266719,0.740583057188943
0.164798641957329,0.733052147876561
0.16978206500396,0.72793352808175
0.176229833035039,0.709074424662077
0.185688931165689,0.697006351491538
0.193431416542771,0.685820704201378
0.209240532879547,0.669727857157787
0.224267742926723,0.651957331519091
0.245136255644617,0.64194306716991
0.254299237438051,0.63198693066983
0.273095666063795,0.618786725179468
0.286523993776376,0.602301323539672
0.311126632684709,0.585097915796143
0.328343063802269,0.556914852314917
0.350441244082328,0.541165047224257
0.357090806003419,0.526389383458094
0.374475025799759,0.501843765444543
0.38960288821063,0.485374242621101
0.399937108561496,0.467079380977071
0.422074867941631,0.453489991525497
0.444436560952911,0.451048714143602
0.458465841477924,0.439851973433797
0.482294760586915,0.424694475266883
0.489177618900574,0.412727817397612
0.501804404027168,0.405246647208604
0.507713102722555,0.39732899083489
0.532824652482776,0.370503361990259
0.539917325792388,0.345981420484945
0.534747443486183,0.333581902564909
0.539997628571997,0.328639022800177
0.550218840291591,0.30460201138193
0.556072876314783,0.295372286237716
0.567298444940081,0.294481549895673
0.571029855100979,0.282639940726273
0.568564520102799,0.272566608147002
0.563466635243165,0.254887723449813
0.567240717392762,0.247808961620458
0.570616930518566,0.243073594058487
0.577441112280279,0.234294462246721
0.575160676970223,0.220784961059072
0.580566055682105,0.217222015690901
0.59534724833707,0.208987653062239
0.61204712658791,0.204237059238011
0.609849135432191,0.193648123233398
0.612009564660917,0.187523177975436
0.606567301512385,0.182376701332523
0.619818503718199,0.179978782545055
0.623431839489562,0.174535393788127
0.620075733135044,0.168427487442691
0.618935761063999,0.1614712607715
0.622958968884809,0.157446452114862
0.621245885160355,0.153005168932487
0.62056335758848,0.143886813020782
0.62137551998001,0.136361139142417
0.626473348641984,0.134421313330857
0.627915231715332,0.130027014043446
0.622985132900899,0.125841967103055
0.624187295364619,0.118716076366713
0.63006937387468,0.116736662273285
0.631315668289116,0.113173716905114
0.635890979457576,0.109016947308914
0.643415558849295,0.104266353484686
0.650897229056637,0.098822964727758
0.661813835801869,0.095260019359587
0.649657183678507,0.0914708552378813
0.640168514431584,0.0885197287713154
0.655245001078334,0.0832940755646646
0.668775712275712,0.0797798542357164
0.677042758709425,0.0699487642383556
0.669530246405246,0.0612129500393585
0.669848421931755,0.0544688034496063
0.700114402614403,0.0467773658294275
0.6595091001341,0.0396062313423786
0.63224569548099,0.0229837967443099
0.625333594976452,0.0176676560362452
0.683076923076923,0.00769923826685232
