precision,recall
0.00319808593957623,1
0.185233913600359,0.687526883234547
0.185234940786476,0.687526883234547
0.18535313006613,0.68736802699944
0.185531639749933,0.687191520071543
0.18574283939704,0.685682877652993
0.186554896296334,0.685380294348027
0.187339636359162,0.6843995777299
0.188421589976411,0.682826144544076
0.190344851163217,0.680667398948147
0.194161281765323,0.67749159854456
0.202736280568289,0.672790756071849
0.212796554001199,0.668960240155213
0.222727115475129,0.659284349016371
0.240687485272154,0.647700424103012
0.283786729993417,0.608553206789803
0.306364886497323,0.591494528216318
0.311395076312337,0.5855932044816
0.314603932613622,0.582533808573243
0.318082357592157,0.579856521152644
0.322761039338749,0.577027822377744
0.326585863060224,0.572904499119622
0.329623915294427,0.570374017955427
0.332614376406431,0.568612489382411
0.336046704231836,0.565709380776018
0.340178666368391,0.560564317975567
0.346972622811408,0.555893404976789
0.352503969884862,0.550801991922615
0.357544534878383,0.540261669871481
0.372539244776022,0.517301339092781
0.388665832169986,0.495526449105368
0.395453919529892,0.487373577110433
0.400302261165748,0.481470237751263
0.402668338133382,0.47713781004109
0.406513799029104,0.472926813883871
0.411623734338985,0.466230734232848
0.411623734338985,0.466230734232848
0.415865243414692,0.463641064544186
0.417192414251735,0.458078731855873
0.419613654716534,0.453496754584331
0.422422491348004,0.448135435972495
0.427635693971328,0.438999748470682
0.427635693971328,0.438999748470682
0.437170633322991,0.429997282089515
0.448097894858342,0.405067472332075
0.455184715742038,0.393993524629826
0.45747376483256,0.388968905353541
0.459977885033534,0.379466247194878
0.459977885033534,0.379466247194878
0.46179005840759,0.376118433243146
0.463985065908676,0.372875686556081
0.466861960322032,0.369492025825319
0.469251569697961,0.365049843702438
0.470759715700244,0.362969149784864
0.473033307631618,0.360122052613344
0.475036369203877,0.355262035907214
0.479520342153684,0.350859439692842
0.498748044603907,0.324084321743884
0.505754168545272,0.312495428074769
0.505754168545272,0.312495428074769
0.507704715420109,0.30616991534526
0.508396945771204,0.299434672712197
0.511175245228338,0.296721652639707
0.511693229923651,0.292989757390268
0.514171802624999,0.289582092380872
0.515698260263559,0.287689933978436
0.516779341266838,0.284210668441447
0.518850490512003,0.280119094817565
0.519820053067751,0.275419022972245
0.522411075147392,0.271183028270206
0.524649433248764,0.268094695534424
0.527351191241814,0.26228929862805
0.53910929006816,0.250212437149148
0.548494066263421,0.235724294796239
0.552867566660671,0.227204803915066
0.555500025952555,0.221821769635874
0.556407082144348,0.216891903763432
0.557689409494343,0.213350543247865
0.558936501792038,0.209176925235311
0.558170398693497,0.205053400206945
0.560490696721432,0.204071447708542
0.55924429313217,0.200171742384006
0.558763273848293,0.194974785302107
0.558763273848293,0.194974785302107
0.558007974062434,0.193349098747906
0.560226328644305,0.190601102142039
0.563959977597601,0.184836238086772
0.568119581017378,0.160512428758542
0.577870094638493,0.152711664503628
0.577945232630727,0.148062976006109
0.58210336746521,0.143921223097318
0.5831797464182,0.138750118174285
0.584128173508943,0.137099656686663
0.58518274494943,0.135817421165069
0.587430501541209,0.135414865023831
0.589463133034432,0.135414865023831
0.58919506520932,0.134869584693007
0.589402014316534,0.134551872222792
0.589402014316534,0.134551872222792
0.59008656950157,0.134551872222792
0.590412587799347,0.134551872222792
