precision,recall
0.00121655840067897,1
0.0667401907996926,0.717015267586707
0.0667401907996926,0.717015267586707
0.0667401907996926,0.717015267586707
0.0667401907996926,0.717015267586707
0.0667401907996926,0.717015267586707
0.0667401907996926,0.717015267586707
0.0667401907996926,0.717015267586707
0.0667401907996926,0.717015267586707
0.0667401907996926,0.717015267586707
0.0667401907996926,0.717015267586707
0.0667401907996926,0.717015267586707
0.0667401907996926,0.717015267586707
0.0667401907996926,0.717015267586707
0.0667401907996926,0.717015267586707
0.0667401907996926,0.717015267586707
0.0667401907996926,0.717015267586707
0.0667428335578079,0.717015267586707
0.0667450552698832,0.717015267586707
0.0668033732287071,0.716618886267961
0.0671063290426666,0.715555214149508
0.0679830380421076,0.713234086507349
0.0692201481624511,0.707794349429251
0.0701187805873894,0.704177238664108
0.0718492037103778,0.699516517110199
0.0733159794165533,0.695301338510931
0.0768090579388764,0.687687010419731
0.0808062545861994,0.679219838087881
0.0844779742545808,0.665901566000115
0.0900168788237325,0.65349905219208
0.0952017349608625,0.640933883308678
0.0989945029365089,0.625693301382663
0.10370302980613,0.60795099122216
0.112167766626158,0.587937898151734
0.118627980965993,0.568136241973285
0.122933116145639,0.548766191169433
0.127343508579233,0.531470874306812
0.133324404925917,0.510952565003633
0.140458995684947,0.490006780261238
0.148687169638226,0.470442306651983
0.152544081374982,0.451847258189686
0.160888297567212,0.428531593911014
0.167636282750746,0.411115606248564
0.17797569132316,0.397040676908749
0.179636181118099,0.378042619221476
0.182805451252603,0.360611868025298
0.190727280129741,0.348835006468306
0.19881989948681,0.336554982874975
0.200878850507758,0.328711055514484
0.210241300355395,0.314382943224135
0.212460463897092,0.308620107713143
0.213347187447311,0.290750947222837
0.225939203173249,0.281358389783075
0.228916931080673,0.270204484785108
0.232365982924173,0.262727345205515
0.236366192765955,0.253701512166103
0.236781865171278,0.243503734065164
0.241462848805276,0.236614959927061
0.245933284322523,0.229490145159257
0.2500303718092,0.220664091065535
0.25342235037387,0.213080610608042
0.258296981189945,0.206838592339286
0.262074172503798,0.202095558790466
0.265753439330814,0.192280370468746
0.263184865243257,0.185208381099773
0.2668207587507,0.180292273029881
0.270978612602164,0.176947356064314
0.274102420649962,0.17403378919968
0.280341327178983,0.167884965661257
0.281871255983565,0.163803260061279
0.285631445525873,0.15944802731089
0.289548738382553,0.156287577295789
0.290814635649242,0.151250025453346
0.292201411653729,0.148819816943365
0.290224534188379,0.142819121320454
0.288988072301691,0.140302844416596
0.286588825668264,0.13492332052971
0.287256661915346,0.127553094406391
0.270488033725695,0.121595354726604
0.275018880516221,0.118784126254894
0.280228441085959,0.117451620750399
0.2868492740644,0.114016111311465
0.288914785642793,0.111885968774843
0.285887910374584,0.108125728691929
0.282447527350008,0.104135730356092
0.277658817290986,0.1020028265264
0.276101822319546,0.0979413736513245
0.271360140348334,0.0934488376861901
0.273279207128758,0.092297480217195
0.282190043657869,0.086638824136535
0.286862135034448,0.0842709038907078
0.296438991355534,0.0811875896461667
0.289422871036012,0.0719078960071498
0.294412586087952,0.0584850830268982
0.287199152154127,0.0495249542517108
0.274891657266697,0.0428648209039046
0.267343189815056,0.0308137052072271
0.273839544548849,0.0270589071584836
0.235877952289861,0.0148128862511399
0.25109952758468,0.00951632561597408
0.205605182592534,0.00436600221483942
